Time_UTC,US_T2_F,WECC_T2_F,CA_T2_F,LA_T2_F
2046-01-01 00:00:00,47.7,53.38,56.71,56.19
2046-01-01 01:00:00,46.51,51.89,55.26,56.41
2046-01-01 02:00:00,45.66,50.88,54.18,56.05
2046-01-01 03:00:00,44.94,50.13,53.47,55.6
2046-01-01 04:00:00,44.31,49.51,52.86,54.57
2046-01-01 05:00:00,43.81,49.03,52.38,53.74
2046-01-01 06:00:00,43.48,48.63,51.91,52.9
2046-01-01 07:00:00,43.2,48.27,51.51,52.5
2046-01-01 08:00:00,42.78,47.77,51.15,52.43
2046-01-01 09:00:00,42.37,47.23,50.86,52.43
2046-01-01 10:00:00,42.04,46.72,50.61,52.56
2046-01-01 11:00:00,41.85,46.33,50.36,52.47
2046-01-01 12:00:00,41.72,46.0,50.14,52.27
2046-01-01 13:00:00,41.88,45.61,49.82,51.84
2046-01-01 14:00:00,43.38,45.54,49.95,51.78
2046-01-01 15:00:00,45.99,46.08,50.41,52.0
2046-01-01 16:00:00,48.97,48.06,52.18,53.4
2046-01-01 17:00:00,51.67,50.47,54.5,55.11
2046-01-01 18:00:00,53.62,52.09,55.92,55.89
2046-01-01 19:00:00,54.9,53.26,56.88,56.79
2046-01-01 20:00:00,55.45,53.82,57.09,57.16
2046-01-01 21:00:00,54.86,54.05,57.13,57.33
2046-01-01 22:00:00,52.83,53.69,56.5,55.78
2046-01-01 23:00:00,51.21,52.86,55.74,54.66
2046-01-02 00:00:00,49.93,51.39,54.9,53.91
2046-01-02 01:00:00,49.03,50.0,53.8,53.02
2046-01-02 02:00:00,48.43,49.42,53.58,52.92
2046-01-02 03:00:00,48.11,49.19,53.78,52.97
2046-01-02 04:00:00,47.89,49.03,53.94,52.86
2046-01-02 05:00:00,47.7,48.87,54.03,52.75
2046-01-02 06:00:00,47.61,48.7,54.09,52.79
2046-01-02 07:00:00,47.53,48.58,54.14,52.77
2046-01-02 08:00:00,47.48,48.36,54.09,52.86
2046-01-02 09:00:00,47.37,48.18,54.05,53.08
2046-01-02 10:00:00,47.23,48.02,54.03,53.55
2046-01-02 11:00:00,47.12,47.89,54.05,54.0
2046-01-02 12:00:00,46.96,47.71,53.96,54.23
2046-01-02 13:00:00,47.1,47.57,53.96,54.72
2046-01-02 14:00:00,48.13,47.53,53.98,55.22
2046-01-02 15:00:00,49.95,47.89,54.01,55.45
2046-01-02 16:00:00,51.84,49.46,54.55,55.67
2046-01-02 17:00:00,53.49,51.4,55.27,55.96
2046-01-02 18:00:00,54.61,52.88,55.71,55.56
2046-01-02 19:00:00,55.31,54.09,56.03,55.8
2046-01-02 20:00:00,55.47,54.95,56.35,56.44
2046-01-02 21:00:00,55.02,55.33,56.39,56.52
2046-01-02 22:00:00,54.14,54.99,55.76,55.17
2046-01-02 23:00:00,52.77,53.92,55.0,54.21
2046-01-03 00:00:00,51.3,52.11,54.05,53.38
2046-01-03 01:00:00,50.29,50.63,53.15,53.01
